STA_LOC,RENT_ID,RENT_NO,RENT_NM,RENT_ID_NM,HOLD_NUM,STA_ADD1,STA_ADD2,STA_LAT,STA_LONG,START_INDEX,END_INDEX,RNUM
성북구,ST-2224,01383,성북동 주민센터 건너편,1383.성북동 주민센터 건너편,10,서울특별시 성북구 성북동 176-11,,37.59109497,127.00377655,0,0,1241
성북구,ST-2225,01384,성신여대입구역 5번출구,1384.성신여대입구역 5번출구,13,서울특별시 성북구 동소문동6가 140-5,,37.59282684,127.01628876,0,0,1242
성북구,ST-2226,01385,성신여대입구역 3번출구 앞,1385.성신여대입구역 3번출구 앞,10,서울특별시 성북구 동소문로 98 제일은행,,37.59236526,127.01628876,0,0,1243
성북구,ST-2227,01386,동선고가차도 초입,1386.동선고가차도 초입,10,서울특별시 성북구 동소문로 130,,37.59415817,127.01896667,0,0,1244
성북구,ST-2228,01387,길음역 5번 출구 앞,1387.길음역 5번 출구 앞,0,서울 성북구 동소문로 258,,37.60390854,127.02501678,0,0,1245
성북구,ST-2229,01388,돈암초교입구 버스정류장(한성대입구역 방면),1388. 돈암초교입구 버스정류장(한성대입구역 방면),10,서울특별시 성북구 동소문동3가 66-1,,37.59088135,127.01170349,0,0,1246
서대문구,ST-223,00166,가재울 초등학교,166. 가재울 초등학교,20,서울특별시 서대문구 남가좌동 385-16,,37.57381821,126.91923523,0,0,1247
성북구,ST-2230,01389,고려대학교 생명과학대학 입구,1389.고려대학교 생명과학대학 입구,0,서울특별시 성북구 고려대로 76,,37.58612061,127.02761078,0,0,1248
성북구,ST-2231,01390,석관래미안아트리치,1390.석관래미안아트리치,10,서울특별시 성북구 석관동 323-2,,37.60646057,127.06162262,0,0,1249
성북구,ST-2232,01391,성북청소년센터,1391.성북청소년센터,10,서울특별시 성북구 장위로 189 천미빌딩,,37.61688232,127.05606842,0,0,1250
성북구,ST-2233,01392,돈암삼성풍림아파트,1392.돈암삼성풍림아파트,10,서울특별시 성북구 돈암동 632-6,,37.59709930,127.02262878,0,0,1251
성북구,ST-2234,01393,돈암육교 하단,1393.돈암육교 하단,10,서울특별시 성북구 돈암동 48-93,,37.59818268,127.02117920,0,0,1252
성북구,ST-2235,01394,길음뉴타운 래미안9단지,1394.길음뉴타운 래미안9단지,10,서울특별시 성북구 정릉로 325-1,,37.60242462,127.01998138,0,0,1253
성북구,ST-2236,01395,래미안장위포레카운티(102동),1395.래미안장위포레카운티(102동),20,서울특별시 성북구 장위동 143-12,,37.61817932,127.05183411,0,0,1254
성북구,ST-2237,01396,래미안장위퍼스트하이(513동),1396.래미안장위퍼스트하이(513동),30,서울특별시 성북구 장위동 201-6,,37.61844254,127.05145264,0,0,1255
성북구,ST-2238,01397,래미안월곡아파트 (창문여고 건너편),1397.래미안월곡아파트 (창문여고 건너편),10,서울특별시 성북구 오패산로 90 래미안월곡아파트,,37.61210251,127.03659058,0,0,1256
용산구,ST-2239,00869,노들섬 동측 앞,869.노들섬 동측 앞,10,서울특별시 용산구 이촌동 303-8,,37.51729584,126.95914459,0,0,1257
서대문구,ST-224,00167,연가초등학교 옆,167. 연가초등학교 옆,15,서울특별시 서대문구 북가좌동 70-119,연가초등학교 옆,37.57946014,126.91712952,0,0,1258
용산구,ST-2240,00870,노들섬 서측 앞,870.노들섬 서측 앞,10,서울특별시 용산구 이촌동 304-11,,37.51731873,126.95829773,0,0,1259
은평구,ST-2241,00973,제각말푸르지오 5-1단지 아파트,973.제각말푸르지오 5-1단지 아파트,10,서울특별시 은평구 진관동 136-45,,37.63734818,126.93584442,0,0,1260
은평구,ST-2242,00974,연신초등학교옆 마을마당,974.연신초등학교옆 마을마당,10,서울특별시 은평구 불광동 70-1,,37.62672043,126.92901611,0,0,1261
은평구,ST-2243,00975,백련산 힐스테이트상가앞,975.백련산 힐스테이트상가앞,10,서울특별시 은평구 백련산로 38 백련산 힐스테이트 2차,,37.59036255,126.92301178,0,0,1262
은평구,ST-2244,00976,진관고등학교앞,976.진관고등학교앞,10,서울특별시 은평구 진관4로 26 진관고등학교,,37.64350891,126.92410278,0,0,1263
은평구,ST-2245,00977,신도중학교앞,977.신도중학교앞,10,서울특별시 은평구 진관동 148-31,,37.63310242,126.93150330,0,0,1264
은평구,ST-2246,00978,녹번 힐스테이트상가앞,978.녹번 힐스테이트상가앞,10,서울특별시 은평구 통일로 602-1 지하철3호선 녹번역,,37.60100937,126.93592834,0,0,1265
은평구,ST-2247,00979,원풍빌라앞,979.원풍빌라앞,10,서울특별시 은평구 신사동 178-9,,37.59186172,126.90608215,0,0,1266
은평구,ST-2248,00980,수색동 주민센터 앞,980.수색동 주민센터 앞,0,서울특별시 은평구 수색동 387-3,,37.58333206,126.89376068,0,0,1267
은평구,ST-2249,00981,은평우체국앞,981.은평우체국앞,15,서울특별시 은평구 진관2로 29-8 서울은평우체국,,37.63515091,126.92047882,0,0,1268
은평구,ST-2250,00982,녹번초등학교(서오릉로),982. 녹번초등학교(서오릉로),10,서울특별시 은평구 녹번동 81-27,,37.60412598,126.92508698,0,0,1269
은평구,ST-2251,00983,은뜨락 행복주택앞,983.은뜨락 행복주택앞,0,서울특별시 은평구 진관동 산110-28,,37.63003922,126.91903687,0,0,1270
은평구,ST-2252,00984,상신초등학교앞 버스정류장,984.상신초등학교앞 버스정류장,9,서울특별시 은평구 가좌로 316 상신교회,,37.59580994,126.91026306,0,0,1271
은평구,ST-2253,00985,은평세무서 버스정류장(은평구청 방면),985. 은평세무서 버스정류장(은평구청 방면),10,서울특별시 은평구 은평로 170 상현빌딩,,37.60119247,126.92638397,0,0,1272
은평구,ST-2254,00986,불광미성아파트 주차장앞,986.불광미성아파트 주차장앞,20,서울특별시 은평구 통일로 780 미성아파트,,37.61440277,126.92679596,0,0,1273
은평구,ST-2255,00987,콜핑 연신내점앞,987.콜핑 연신내점앞,10,서울특별시 은평구 연서로 298,,37.62203979,126.92700958,0,0,1274
은평구,ST-2256,00988,은평뉴타운 우물골2단지(제2경로당),988.은평뉴타운 우물골2단지(제2경로당),20,서울특별시 은평구 진관동 81-2,,37.63425446,126.92719269,0,0,1275
은평구,ST-2257,00989,신응교(가좌로) 앞,989. 신응교(가좌로) 앞,7,서울특별시 은평구 가좌로 255,,37.59181213,126.91483307,0,0,1276
은평구,ST-2258,00990,이브자리 불광동지점,990.이브자리 불광동지점,16,서울특별시 은평구 불광동 484-81,,37.62083054,126.92026520,0,0,1277
은평구,ST-2259,00991,흥국사 정류장,991.흥국사 정류장,10,서울특별시 은평구 진관동 298-2,,37.65676880,126.94200897,0,0,1278
서대문구,ST-226,00169,북가좌 삼거리,169. 북가좌 삼거리,10,서울특별시 서대문구 북가좌동 400,북가좌 삼거리,37.57300186,126.90779877,0,0,1279
은평구,ST-2260,00992,북한산입구 정류장,992.북한산입구 정류장,10,서울특별시 은평구 진관동 289,,37.65828705,126.94529724,0,0,1280
은평구,ST-2261,00993,은평뉴타운 은뜨락아파트앞,993.은평뉴타운 은뜨락아파트앞,15,서울특별시 은평구 진관동 235-2,,37.63028717,126.91956329,0,0,1281
은평구,ST-2262,00994,북한산생태공원입구(교통섬),994.북한산생태공원입구(교통섬),10,서울특별시 은평구 불광동 2-1,,37.61050797,126.93853760,0,0,1282
은평구,ST-2263,00995,은평다목적체육관,995.은평다목적체육관,10,서울특별시 은평구 진관1로 52,,37.63140869,126.92540741,0,0,1283
은평구,ST-2264,00996,응암역2번출구 국민은행 앞,996.응암역2번출구 국민은행 앞,10,서울특별시 은평구 연서로 9 센타폴리스,,37.59996796,126.91572571,0,0,1284
동대문구,ST-2265,00665,이문동 쌍용아파트 정문,665.이문동 쌍용아파트 정문,11,서울특별시 동대문구 한천로58길 47 쌍용아파트,,37.59960556,127.06864166,0,0,1285
동대문구,ST-2266,00666,이문대성유니드아파트 앞,666.이문대성유니드아파트 앞,20,서울특별시 동대문구 한천로58길 151 이문동대성유니드아파트,,37.60362244,127.07083130,0,0,1286
동대문구,ST-2267,00667,청량차도 육교 밑,667.청량차도 육교 밑,7,서울특별시 동대문구 홍릉로 30-2 구두수선대,,37.58670807,127.04688263,0,0,1287
동대문구,ST-2268,00668,서울축산농협(장안지점),668.서울축산농협(장안지점),10,서울특별시 동대문구 장한로 99-1 구두수선대,,37.56787109,127.06871796,0,0,1288
동대문구,ST-2269,00669,청계한신휴플러스앞 삼거리,669.청계한신휴플러스앞 삼거리,10,서울특별시 동대문구 서울시립대로 14 청계한신휴플러스,,37.57214737,127.04460907,0,0,1289
서대문구,ST-227,00170,DMC파크뷰자이아파트 302동 앞,170. DMC파크뷰자이아파트 302동 앞,10,서울특별시 서대문구 남가좌동 124,가재울 뉴타운 주유소 옆,37.57311249,126.92244720,0,0,1290
동대문구,ST-2270,00670,삼육서울병원 버스정류장,670.삼육서울병원 버스정류장,9,서울특별시 동대문구 망우로 74,,37.58967590,127.06151581,0,0,1291
동대문구,ST-2271,00671,대광빌딩,671.대광빌딩,10,서울특별시 동대문구 신설동 81-197,,37.57734299,127.02337646,0,0,1292
동대문구,ST-2272,00672,대광고등학교,672.대광고등학교,17,서울특별시 동대문구 안암로 6 대광중고등학교,,37.57875061,127.02402496,0,0,1293
동대문구,ST-2273,00673,안암골벽산아파트(후문),673.안암골벽산아파트(후문),10,서울특별시 동대문구 약령시로 25 안암골 벽산아파트,,37.58407974,127.03103638,0,0,1294
동대문구,ST-2274,00674,고대앞사거리 교통섬,674.고대앞사거리 교통섬,15,서울특별시 성북구 안암동5가 40-11,,37.58655167,127.03314209,0,0,1295
동대문구,ST-2275,00675,성복교회 앞 (장평교 아래),675.성복교회 앞 (장평교 아래),10,서울특별시 동대문구 장안동 481-3,,37.57202530,127.07700348,0,0,1296
동대문구,ST-2276,00676,FITI시험연구원 앞,676.FITI시험연구원 앞,9,서울특별시 동대문구 제기동 891-2,,37.58143234,127.03547668,0,0,1297
동대문구,ST-2277,00677,청량리역 4번 5번출구 사이,677.청량리역 4번 5번출구 사이,20,서울특별시 동대문구 왕산로 202-1 가로판매대,,37.58015060,127.04579926,0,0,1298
동대문구,ST-2278,00678,장안힐스테이트(아) 앞,678.장안힐스테이트(아) 앞,21,서울특별시 동대문구 장안벚꽃로1길 7 장안 힐스테이트,,37.57655716,127.07431030,0,0,1299
동대문구,ST-2279,00679,전농SK아파트 앞,679.전농SK아파트 앞,10,서울특별시 동대문구 사가정로 150,,37.57787704,127.06168365,0,0,1300
서대문구,ST-228,00171,임광빌딩 앞,171. 임광빌딩 앞,10,서울특별시 서대문구 미근동 317-1,임광빌딩 앞,37.56472397,126.96727753,0,0,1301
동대문구,ST-2280,00680,꿈마루어린이도서관 앞,680.꿈마루어린이도서관 앞,22,서울특별시 동대문구 이문동 346-131,,37.59238434,127.05741119,0,0,1302
동대문구,ST-2281,00681,서울특별시 동부교육지원청(육교),681.서울특별시 동부교육지원청(육교),14,서울특별시 동대문구 전농로 168 서울동부교육지원청,,37.57983780,127.05637360,0,0,1303
중랑구,ST-2282,01461,동양엔파트 앞,1461.동양엔파트 앞,12,서울특별시 중랑구 망우로 203 중화동주상복합,,37.59385300,127.07507324,0,0,1304
중랑구,ST-2283,01462,동부시장 북문 앞,1462.동부시장 북문 앞,9,서울특별시 중랑구 망우로 214 우도빌딩,,37.59386826,127.07652283,0,0,1305
중랑구,ST-2284,01463,중랑구민회관,1463.중랑구민회관,10,서울특별시 중랑구 면목로 238 중랑구민회관,,37.57407761,127.08500671,0,0,1306
중랑구,ST-2285,01464,중화역 4번출구,1464.중화역 4번출구,15,서울특별시 중랑구 동일로 815,,37.60305405,127.07900238,0,0,1307
중랑구,ST-2286,01465,중랑공영차고지 옆,1465.중랑공영차고지 옆,10,서울특별시 중랑구 신내동 63-8,,37.61314774,127.10514832,0,0,1308
중랑구,ST-2287,01466,두산대림아파트 삼거리,1466.두산대림아파트 삼거리,10,서울특별시 중랑구 신내로23길 9 묵동근생빌딩,,37.61882401,127.08757019,0,0,1309
중랑구,ST-2288,01467,sk신내 주유소앞(용마산로),1467.sk신내 주유소앞(용마산로),10,서울특별시 중랑구 신내동 353-2,,37.61362076,127.10115051,0,0,1310
중랑구,ST-2289,01468,먹골역 7번 출구,1468.먹골역 7번 출구,6,서울특별시 중랑구 동일로 901 먹골역,,37.61147690,127.07739258,0,0,1311
중랑구,ST-2290,01469,먹골역 4번출구,1469.먹골역 4번출구,20,서울특별시 중랑구 동일로 890,,37.60982132,127.07813263,0,0,1312
중랑구,ST-2291,01470,중화동 우리은행 앞,1470.중화동 우리은행 앞,20,서울특별시 중랑구 동일로 837 우리은행,,37.60520172,127.07858276,0,0,1313
중랑구,ST-2292,01471,동양쇼핑 정류소 앞,1471.동양쇼핑 정류소 앞,10,서울특별시 중랑구 묵동 190-2,,37.61535263,127.07849121,0,0,1314
중랑구,ST-2293,01472,영성빌딩(PAT),1472.영성빌딩(PAT),8,서울특별시 중랑구 동일로 824 신성빌딩,,37.60408401,127.07923126,0,0,1315
중랑구,ST-2294,01473,중랑역 1번 출구(중화문화복지센터),1473.중랑역 1번 출구(중화문화복지센터),10,서울특별시 중랑구 중화동 321-129,,37.59489059,127.07495117,0,0,1316
중랑구,ST-2295,01474,서울중랑우체국,1474.서울중랑우체국,9,서울특별시 중랑구 망우로 271 서울중랑우체국,,37.59581375,127.08283997,0,0,1317
중랑구,ST-2296,01475,보도 육교(타이어뱅크앞),1475.보도 육교(타이어뱅크앞),0,서울특별시 중랑구 상봉동 397-3,,37.59280014,127.08002472,0,0,1318
중랑구,ST-2297,01476,중목초등학교 앞 육교,1476.중목초등학교 앞 육교,10,서울특별시 중랑구 동일로 665 중목초등학교,,37.58979416,127.07985687,0,0,1319
중랑구,ST-2298,01477,면목삼익아파트 앞,1477.면목삼익아파트 앞,10,서울특별시 중랑구 동일로 501 면목삼익아파트,,37.57598495,127.07960510,0,0,1320
중랑구,ST-2299,01478,홈플러스 상봉점 앞,1478.홈플러스 상봉점 앞,15,서울특별시 중랑구 상봉동 500-1,,37.59832764,127.09226990,0,0,1321
마포구,ST-23,00121,마포소방서 앞,121. 마포소방서 앞,15,서울특별시 마포구 창전로 76,100-18,37.54976654,126.93317413,0,0,1322
서대문구,ST-230,00173,서대문역 8번출구 앞,173. 서대문역 8번출구 앞,8,서울특별시 서대문구 충정로2가 138,서대문역 8번출구 앞,37.56477737,126.96614838,0,0,1323
중랑구,ST-2300,01479,면목 홈플러스 2,1479.면목 홈플러스 2 ,10,서울특별시 중랑구 사가정로 326 중랑구 실향민협의회,,37.58105469,127.08209229,0,0,1324
중랑구,ST-2301,01480,용마지구대 B,1480. 용마지구대 B,15,서울특별시 중랑구 동일로 566 중랑경찰서용마지구대,,37.58111191,127.08010101,0,0,1325
광진구,ST-2302,03563,구의7단지현대아파트,3563.구의7단지현대아파트,5,서울특별시 광진구 구의강변로3가길 33 구의7단지조합현대아파트,,37.53680038,127.09083557,0,0,1326
광진구,ST-2303,03564,나루마당,3564.나루마당,10,서울특별시 광진구 구의동 175-1,,37.54707336,127.09828949,0,0,1327
광진구,ST-2304,03565,자전거 종합서비스센터,3565.자전거 종합서비스센터,0,서울특별시 광진구 광나루로56길 86 구의공원 공중화장실,,37.53691101,127.09405518,0,0,1328
광진구,ST-2305,03566,우성4차아파트,3566.우성4차아파트,10,서울특별시 광진구 자양동 712,,37.53507233,127.07611084,0,0,1329
광진구,ST-2306,03567,강변아이파크아파트,3567.강변아이파크아파트,0,서울특별시 광진구 뚝섬로36길 69,,37.53163147,127.06977081,0,0,1330
광진구,ST-2307,03568,구의공원,3568.구의공원,0,서울특별시 광진구 강변역로 94-2 가로판매대 - 34,,37.53690338,127.09400940,0,0,1331
광진구,ST-2308,03569,건대병원후문,3569.건대병원후문,12,서울특별시 광진구 화양동 4-1,,37.53956604,127.07244110,0,0,1332
광진구,ST-2309,03570,구의역 리버비스타 오피스텔,3570.구의역 리버비스타 오피스텔,15,서울 광진구 아차산로 426,,37.53780746,127.08976746,0,0,1333
서대문구,ST-231,00175,홍연2교옆,175. 홍연2교옆,15,서울특별시 서대문구 모래내로 286 홍은2공중화장실,,37.57806778,126.93088531,0,0,1334
광진구,ST-2310,03571,화양 APT(횡단보도 옆),3571.화양 APT(횡단보도 옆),15,서울특별시 광진구 화양동 24-33,,37.54434967,127.06540680,0,0,1335
광진구,ST-2311,03572,중곡동 성당,3572.중곡동 성당,0,서울특별시 광진구 중곡동 165-9,,37.56314468,127.08261871,0,0,1336
광진구,ST-2312,03573,광나루안전체험관,3573.광나루안전체험관,15,서울특별시 광진구 능동 18,,37.55133820,127.07671356,0,0,1337
광진구,ST-2313,03574,진넥스 베르디옘,3574.진넥스 베르디옘,0,서울특별시 광진구 광나루로 604 진넥스 베르디엠,,37.54155350,127.09510803,0,0,1338
광진구,ST-2314,03575,자양사거리(서원빌딩),3575. 자양사거리(서원빌딩),6,서울특별시 광진구 아차산로 360 서원빌딩,,37.53657532,127.08258057,0,0,1339
광진구,ST-2315,03576,강변SK뷰 APT앞,3576.강변SK뷰 APT앞,0,서울특별시 광진구 구의동 245-7,,37.53817749,127.09090424,0,0,1340
광진구,ST-2316,03577,신자초교 입구 교차로(SC제일은행),3577.신자초교 입구 교차로(SC제일은행),10,서울특별시 광진구 자양동 580-10,,37.53338623,127.07556915,0,0,1341
광진구,ST-2317,03578,중곡동 파크웨이빌딩,3578.중곡동 파크웨이빌딩,9,서울특별시 광진구 천호대로 611,,37.55500793,127.08581543,0,0,1342
광진구,ST-2318,03579,광진 캠퍼스시티,3579.광진 캠퍼스시티,20,서울특별시 광진구 화양동 21-62,,37.54788971,127.06745148,0,0,1343
광진구,ST-2319,03580,세종대학교(대양AI센터),3580.세종대학교(대양AI센터),0,서울특별시 광진구 능동로 209 세종대학교,,37.55042648,127.07583618,0,0,1344
서대문구,ST-232,00179,가좌역 4번출구 앞,179. 가좌역 4번출구 앞,14,서울특별시 서대문구 수색로 27 가좌역,,37.56877518,126.91529846,0,0,1345
광진구,ST-2320,03581,광진광장,3581.광진광장,15,서울특별시 광진구 군자동 374-10,,37.54747009,127.07396698,0,0,1346
광진구,ST-2321,03582,화양동 우체국,3582.화양동 우체국,14,서울특별시 광진구 화양동 18-39,,37.54798889,127.06950378,0,0,1347
광진구,ST-2322,03583,아차산역 사거리,3583.아차산역 사거리,0,서울특별시 광진구 자양로 266,,37.54977417,127.09077454,0,0,1348
광진구,ST-2323,03584,아차산역 삼거리,3584.아차산역 삼거리,0,서울특별시 광진구 천호대로 643 웨딩부띠크르블랑,,37.55355072,127.08885193,0,0,1349
광진구,ST-2324,03585,광나루역 4번출구,3585.광나루역 4번출구,0,서울특별시 광진구 광장동 580-1,,37.54476929,127.10369110,0,0,1350
광진구,ST-2325,03586,군자역 비채온 오피스텔,3586.군자역 비채온 오피스텔,8,서울특별시 광진구 군자동 473-26,,37.55771255,127.07727051,0,0,1351
성동구,ST-2326,03544,한양대역 3번 출구,3544.한양대역 3번 출구,10,서울특별시 성동구 왕십리로 190-1 디자인노점,,37.55453873,127.04377747,0,0,1352
성동구,ST-2327,03545,한양대역 1번출구,3545.한양대역 1번출구,10,서울특별시 성동구 행당동 33,,37.55657959,127.04335785,0,0,1353
성동구,ST-2328,03546,한양대역 4번출구(덕수고 앞),3546.한양대역 4번출구(덕수고 앞),10,서울특별시 성동구 행당동 64,,37.55561066,127.04327393,0,0,1354
성동구,ST-2329,03547,상왕십리역 6번 출입구,3547.상왕십리역 6번 출입구,17,서울특별시 성동구 하왕십리동 903-1,,37.56426239,127.02932739,0,0,1355
서대문구,ST-233,00180,충정로역 7번출구 아래,180. 충정로역 7번출구 아래,10,서울특별시 서대문구 충정로3가 56-1,충정로역 7번출구 뒤,37.55996704,126.96246338,0,0,1356
성동구,ST-2330,03548,뚝섬역 6번출구,3548.뚝섬역 6번출구,10,서울특별시 성동구 뚝섬로1길 63 영창디지털타워,,37.54695892,127.04766846,0,0,1357
성동구,ST-2331,03549,건영아파트 앞,3549.건영아파트 앞,9,서울특별시 성동구 동일로 265 건영아파트상가,,37.55514145,127.07110596,0,0,1358
성동구,ST-2332,03550,금호나들목,3550.금호나들목,20,서울특별시 성동구 금호로 15 서울숲푸르지오아파트,,37.54404068,127.02320099,0,0,1359
성동구,ST-2333,03551,성동도로사업소,3551.성동도로사업소,10,서울특별시 성동구 자동차시장길 11 대승모터스,,37.55979919,127.05632782,0,0,1360
성동구,ST-2334,03552,서울숲 공영주차장앞,3552.서울숲 공영주차장앞,19,서울특별시 성동구 성수동1가 719,,37.54195786,127.04277039,0,0,1361
성동구,ST-2335,03553,마장역3번출구,3553.마장역3번출구,10,서울특별시 성동구 마장로 302,,37.56597900,127.04311371,0,0,1362
성동구,ST-2336,03554,뚝섬역 영창디지털타워 앞,3554.뚝섬역 영창디지털타워 앞,10,서울특별시 성동구 뚝섬로1길 63 영창디지털타워,,37.54695129,127.04756165,0,0,1363
성동구,ST-2337,03555,양지사거리(센트라스APT 115동앞),3555.양지사거리(센트라스APT 115동앞),10,서울특별시 성동구 왕십리로 410 센트라스,,37.56681824,127.02915192,0,0,1364
성동구,ST-2338,03556,신금호파크자이APT앞,3556.신금호파크자이APT앞,10,서울특별시 성동구 금호동2가 1-5,,37.55610657,127.01978302,0,0,1365
성동구,ST-2339,03557,서울숲리버뷰자이APT105동 앞,3557.서울숲리버뷰자이APT105동 앞,8,서울특별시 성동구 행당동 379-1,,37.55653000,127.03913116,0,0,1366
성동구,ST-234,00518,청계천 박물관 앞,518. 청계천 박물관 앞,20,서울특별시 성동구 마장동 610,청계천 박물관 앞,37.57152557,127.03535461,0,0,1367
성동구,ST-2340,03558,마장동 금호어울림APT앞,3558.마장동 금호어울림APT앞,10,서울특별시 성동구 마장동 336-11,,37.56339645,127.04187012,0,0,1368
성동구,ST-2341,03559,성동구민종합체육센터 건너편,3559.성동구민종합체육센터 건너편,10,서울특별시 성동구 왕십리로 83-21 아크로 서울포레스트,,37.54509735,127.04426575,0,0,1369
성동구,ST-2342,03560,성동구 견인차량 보관소 앞,3560.성동구 견인차량 보관소 앞,22,서울특별시 성동구 천호대로78길 9,,37.56370926,127.05644989,0,0,1370
성동구,ST-2343,03561,행당동 삼부APT후문,3561.행당동 삼부APT후문,10,서울특별시 성동구 왕십리로 278-17 행당동삼부아파트상가,,37.55926895,127.03839874,0,0,1371
성동구,ST-2344,03562,행당중학교 후문,3562.행당중학교 후문,10,서울특별시 성동구 행당동 67-1,,37.55379868,127.04213715,0,0,1372
동작구,ST-2345,02072,관악농협 우성지점 앞,2072.관악농협 우성지점 앞,10,서울특별시 동작구 여의대방로 22 우성아파트,,37.49228668,126.90954590,0,0,1373
동작구,ST-2346,02073,동작상떼빌 103동 앞,2073.동작상떼빌 103동 앞,20,서울특별시 동작구 신대방1가길 38 동작상떼빌아파트,,37.48693466,126.90756226,0,0,1374
동작구,ST-2347,02074,CTS기독교TV 앞,2074.CTS기독교TV 앞,10,서울특별시 동작구 노량진로 100 기독교TV멀티미디어센터,,37.51316452,126.93705750,0,0,1375
동작구,ST-2348,02075,하늘마루타운 앞,2075.하늘마루타운 앞,20,서울특별시 동작구 알마타길 6 파밀리에 하늘마루,,37.51056671,126.92485046,0,0,1376
동작구,ST-2349,02076,노들나루공원 입구,2076.노들나루공원 입구,18,서울특별시 동작구 본동 258-49,,37.51357651,126.95555115,0,0,1377
성동구,ST-235,00519,양지사거리,519. 양지사거리,20,서울특별시 성동구 홍익동 590,양지사거리,37.56699371,127.02991486,0,0,1378
동작구,ST-2350,02077,노들역 3번출구,2077.노들역 3번출구,10,서울특별시 동작구 노량진로 250,,37.51193619,126.95416260,0,0,1379
동작구,ST-2351,02078,흑석 아크로리버하임(103동),2078.흑석 아크로리버하임(103동),13,서울특별시 동작구 흑석동 143-135,,37.51083755,126.96163177,0,0,1380
동작구,ST-2352,02079,중앙대학교 중앙광장,2079.중앙대학교 중앙광장,10,서울특별시 동작구 흑석로 84 중앙대학교,,37.50667191,126.95777893,0,0,1381
동작구,ST-2353,02080,대방지하보도(대방동경남아너스빌아파트),2080. 대방지하보도(대방동경남아너스빌아파트),15,서울 동작구 대방동 341-12,,37.51213455,126.92543793,0,0,1382
동작구,ST-2354,02081,대방1차 e편한세상 앞,2081.대방1차 e편한세상 앞,15,서울특별시 동작구 알마타길 37 대방1차e-편한세상,,37.51306152,126.92951202,0,0,1383
동작구,ST-2355,02082,7호선 이수역7번출구,2082.7호선 이수역7번출구,10,서울특별시 동작구 동작대로 89 골든시네마타워,,37.48460770,126.98179626,0,0,1384
동작구,ST-2356,02083,흑석롯데캐슬에듀포레(107동),2083.흑석롯데캐슬에듀포레(107동),10,서울특별시 동작구 흑석동 340-10,,37.50470352,126.96073151,0,0,1385
동작구,ST-2357,02084,e편한세상 상도노빌리티 앞,2084.e편한세상 상도노빌리티 앞,15,서울특별시 동작구 만양로 6 e편한세상 상도 노빌리티,,37.50456238,126.94678497,0,0,1386
동작구,ST-2358,02085,강남중학교 앞,2085.강남중학교 앞,20,서울특별시 동작구 대방동 466-45,,37.50274277,126.92157745,0,0,1387
동작구,ST-2359,02086,삼일수영장 앞,2086.삼일수영장 앞,22,서울특별시 동작구 사당동 164-72,,37.48712158,126.97435760,0,0,1388
성동구,ST-236,00520,상왕십리역 4번 출구 앞,520. 상왕십리역 4번 출구 앞,7,서울특별시 성동구 하왕십리동 960-3,상왕십리역 4번 출구 앞,37.56385803,127.03031921,0,0,1389
동작구,ST-2360,02087,숭의여자 고등학교 정문,2087.숭의여자 고등학교 정문,20,서울특별시 동작구 대방동 20-124,,37.50761032,126.92969513,0,0,1390
동작구,ST-2361,02088,상도중앙하이츠빌 입구,2088.상도중앙하이츠빌 입구,10,서울특별시 동작구 상도동 415-1,,37.50024796,126.94972992,0,0,1391
동작구,ST-2362,02089,사당역10번출구(금강빌딩),2089.사당역10번출구(금강빌딩),10,서울특별시 동작구 동작대로 43-2 구두수선대,,37.47910690,126.98150635,0,0,1392
동작구,ST-2363,02090,기아자동차 사당점 앞,2090.기아자동차 사당점 앞,15,서울특별시 동작구 사당로 272 삼보빌딩,,37.48377991,126.97792053,0,0,1393
동작구,ST-2364,02091,이수역9번출구,2091. 이수역9번출구,15,서울특별시 동작구 사당로 300 이수자이,,37.48470306,126.98059082,0,0,1394
동작구,ST-2365,02092,흑석한강푸르지오(110동),2092.흑석한강푸르지오(110동),10,서울특별시 동작구 흑석한강로 27 흑석한강푸르지오,,37.50311279,126.96471405,0,0,1395
동작구,ST-2366,02093,상도SH빌아파트 입구,2093.상도SH빌아파트 입구,8,서울특별시 동작구 상도로53길 70 상도에스에이치빌,,37.50321198,126.95459747,0,0,1396
동작구,ST-2367,02094,숭실대학교(중문),2094.숭실대학교(중문) ,20,서울특별시 동작구 상도로 369 숭실대학교,,37.49550629,126.95637512,0,0,1397
동작구,ST-2368,02095,경문고등학교 앞,2095.경문고등학교 앞,10,서울특별시 동작구 사당동 산1-13,,37.49150085,126.98240662,0,0,1398
동작구,ST-2369,02096,서울특별시 동작관악교육지원청,2096.서울특별시 동작관악교육지원청,8,서울특별시 동작구 장승배기로10가길 45 모던힐타운,,37.50251389,126.94065094,0,0,1399
성동구,ST-237,00521,왕십리역 11번 출구 앞,521. 왕십리역 11번 출구 앞,14,서울특별시 성동구 행당동 188-9,왕십리역 11번 출구 앞,37.56144714,127.03491974,0,0,1400
관악구,ST-2370,02186,낙성대입구삼거리,2186. 낙성대입구삼거리,15,서울특별시 관악구 봉천동 1693-38,,37.47882080,126.95960999,0,0,1401
관악구,ST-2371,02187,현대시장사거리,2187. 현대시장사거리,15,서울특별시 관악구 은천로 110 더블유에스타워,,37.48673630,126.94751740,0,0,1402
